Код;Наименование;фасовка;Единица измерения;Цена в валюте прайса;Бренд;картинка;Цвет
22970;"OLIMP Эмаль алкидная п/матовая темно-зеленый RAL 6005 (0,9л; 6шт)";0,9;л;226,6407;;http://www.dekart.ru/content/images/thumbs/0000155__.jpg;
22971;"OLIMP Эмаль алкидная п/матовая темно-зеленый RAL 6005 (2,7л; 3шт)";2,7;л;610,623;;http://www.dekart.ru/content/images/thumbs/0000155__.jpg;
22958;"OLIMP Эмаль алкидная п/матовая темно-красный RAL 3003 (0,9л; 6шт)";0,9;л;285,4098;;http://www.dekart.ru/content/images/thumbs/0000155__.jpg;
22959;"OLIMP Эмаль алкидная п/матовая темно-красный RAL 3003 (2,7л; 3шт)";2,7;л;762,2199;;http://www.dekart.ru/content/images/thumbs/0000155__.jpg;
22976;"OLIMP Эмаль алкидная п/матовая темно-синий RAL 5001 (0,9л; 6шт)";0,9;л;248,9877;;http://www.dekart.ru/content/images/thumbs/0000155__.jpg;
22977;"OLIMP Эмаль алкидная п/матовая темно-синий RAL 5001 (2,7л; 3шт)";2,7;л;669,8835;;http://www.dekart.ru/content/images/thumbs/0000155__.jpg;
22956;"OLIMP Эмаль алкидная п/матовая черный RAL 9005 (0,9л; 6шт)";0,9;л;224,2422;;http://www.dekart.ru/content/images/thumbs/0000155__.jpg;
22957;"OLIMP Эмаль алкидная п/матовая черный RAL 9005 (2,7л; 3шт)";2,7;л;601,8948;;http://www.dekart.ru/content/images/thumbs/0000155__.jpg;
w14848;OLIMP Краска для деревянных фасадов белая;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000118__.jpg;
14848;;0,9;л;365,0166;;;
14849;;2,7;л;1039,9545;;;
14850;;9;л;2965,0959;;;
15265;OLIMP Краска фасад. всесезон. бел. мат. (-20 +35);9;л;2608,047;OLIMP;http://www.dekart.ru/content/images/thumbs/0000107__20_35.jpg;
w13833;OLIMP Эмаль  для окон и дверей п/м база;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000151__.jpg;
13833;;0,9;л;410,2839;;;
13834;;2,7;л;1169,4501;;;
w14757;OLIMP Эмаль  для отопит. приборов;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000152__150.jpg;
14757;;0,9;л;421,4691;;;
14758;;2,7;л;1239,4863;;;
w15979;OLIMP Эмаль д/бетонных полов белая База;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000150__.jpg;
15979;;0,9;л;370,6326;;;
15981;;2,7;л;999,4842;;;
15982;;9;л;2969,1324;;;
w15991;OLIMP Эмаль д/бетонных полов св.сера;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000150__.jpg;
15991;;2,7;л;999,4842;;;
15992;;9;л;2969,1324;;;
w15988;OLIMP Эмаль д/бетонных полов серая;;;;OLIMP;http://www.dekart.ru/content/images/thumbs/0000150__.jpg;
15988;;2,7;л;999,4842;;;
15989;;9;л;2969,1324;;;
9833;JOBI Герметик акриловый белый;290;мл;87,07985;JOBI;http://www.dekart.ru/content/images/thumbs/0000048_jobi_acryl_dichtmasse_.jpg;
9834;JOBI Герметик силиконовый белый;290;мл;148,9657;JOBI;http://www.dekart.ru/content/images/thumbs/0000091_jobi_universal_silicon_.jpg;
9835;JOBI Герметик силиконовый бесцветный;290;мл;148,447;JOBI;http://www.dekart.ru/content/images/thumbs/0000091_jobi_universal_silicon_.jpg;
9838;JOBI Герметик силиконовый коричневый;290;мл;149,62025;JOBI;http://www.dekart.ru/content/images/thumbs/0000091_jobi_universal_silicon_.jpg;
9837;JOBI Герметик силиконовый серый;290;мл;149,62025;JOBI;http://www.dekart.ru/content/images/thumbs/0000091_jobi_universal_silicon_.jpg;
9836;JOBI Герметик силиконовый черный;290;мл;147,61955;JOBI;http://www.dekart.ru/content/images/thumbs/0000091_jobi_universal_silicon_.jpg;
16986;JOBI Очиститель монтажных  пистолетов;650;мл;122,0427;JOBI;http://www.dekart.ru/content/images/thumbs/0000073_jobi_pistolenshaum_reiniger_.jpg;
8460;JOBI Пена монтажная;650;мл;201,24325;JOBI;;
8461;JOBI Пена монтажная;675;мл;278,5172;JOBI;;
16954;JOBI Пена монтажная всесезон.;670;мл;277,875;JOBI;;
8462;JOBI Пена монтажная проф.;700;мл;312,1092;JOBI;;
15792;JOBI Пена монтажная проф. 65 всесезон.-18С;1000;мл;373,9827;JOBI;http://www.dekart.ru/content/images/thumbs/0000329_jobi_montageshaum_18_.jpeg;
18032;JOBI Пена монтажная проф. всесезон.;750;мл;319,45745;JOBI;;
15791;JOBI Пена монтажная проф. всесезон. -18С;750;мл;348,2947;JOBI;http://www.dekart.ru/content/images/thumbs/0000329_jobi_montageshaum_18_.jpeg;
11972;OLIMP Герметик аквариумный бесцветный;290;мл;210,938;OLIMP;http://www.dekart.ru/content/images/thumbs/0000103__.jpg;
13952;OLIMP Герметик акриловый белый М;290;мл;84,8445;OLIMP;http://www.dekart.ru/content/images/thumbs/0000129__.jpg;
16723;OLIMP Герметик битумный черный;290;мл;170,8499;OLIMP;http://www.dekart.ru/content/images/thumbs/0000106__.jpg;
11971;OLIMP Герметик нейтр. силиконовый белый;290;мл;187,8682;OLIMP;http://www.dekart.ru/content/images/thumbs/0000126__.jpg;
11970;OLIMP Герметик нейтр. силиконовый бесцв.;290;мл;187,8682;OLIMP;http://www.dekart.ru/content/images/thumbs/0000126__.jpg;
11979;OLIMP Герметик паркетный бук PF-37;290;мл;126,4393;OLIMP;http://www.dekart.ru/content/images/thumbs/0000133__.jpg;
11980;OLIMP Герметик паркетный дуб PF-90;290;мл;126,4393;OLIMP;http://www.dekart.ru/content/images/thumbs/0000133__.jpg;
11983;OLIMP Герметик паркетный сосна PF-86;290;мл;126,4393;OLIMP;http://www.dekart.ru/content/images/thumbs/0000133__.jpg;
11977;OLIMP Герметик паркетный темная вишня PF-10;290;мл;126,4393;OLIMP;http://www.dekart.ru/content/images/thumbs/0000133__.jpg;
11978;OLIMP Герметик паркетный темный дуб PF-96;290;мл;126,4393;OLIMP;http://www.dekart.ru/content/images/thumbs/0000133__.jpg;
11975;OLIMP Герметик санит. силиконовый белый;290;мл;142,35845;OLIMP;http://www.dekart.ru/content/images/thumbs/0000136__.jpg;
11976;OLIMP Герметик санит. силиконовый бесцв.;290;мл;142,35845;OLIMP;http://www.dekart.ru/content/images/thumbs/0000136__.jpg;
20950;OLIMP Герметик силиконовый белый;80;мл;109,4951;OLIMP;http://www.dekart.ru/content/images/thumbs/0001548__.jpeg;
13951;OLIMP Герметик силиконовый белый;290;мл;147,15025;OLIMP;http://www.dekart.ru/content/images/thumbs/0000145__.jpg;
20951;OLIMP Герметик силиконовый бесцветный;80;мл;109,4951;OLIMP;http://www.dekart.ru/content/images/thumbs/0001548__.jpeg;
14054;OLIMP Герметик силиконовый бесцветный;290;мл;147,15025;OLIMP;http://www.dekart.ru/content/images/thumbs/0000145__.jpg;
13980;OLIMP Герметик силиконовый коричневый;290;мл;148,45935;OLIMP;http://www.dekart.ru/content/images/thumbs/0000145__.jpg;
13981;OLIMP Герметик силиконовый серый;290;мл;148,45935;OLIMP;http://www.dekart.ru/content/images/thumbs/0000145__.jpg;
13983;OLIMP Герметик силиконовый черный;290;мл;148,45935;OLIMP;http://www.dekart.ru/content/images/thumbs/0000145__.jpg;
11973;OLIMP Герметик термостойкий черный +1500 С;290;мл;135,12135;OLIMP;http://www.dekart.ru/content/images/thumbs/0000140__.jpg;
18118;OLIMP Клей монтажный многоцелевой;450;гр;114,91675;OLIMP;http://www.dekart.ru/content/images/thumbs/0000125__.jpg;
20561;OLIMP Клей строительный влагостойкий;500;гр;164,68725;OLIMP;http://www.dekart.ru/content/images/thumbs/0001476__.jpeg;
20562;OLIMP Клей строительный многоцелевой;500;гр;154,18975;OLIMP;http://www.dekart.ru/content/images/thumbs/0001474__.jpeg;
20563;OLIMP Клей строительный особопрочный;500;гр;153,9798;OLIMP;http://www.dekart.ru/content/images/thumbs/0001473__.jpeg;
13868;OLIMP Пена монтажная;650;мл;197,88405;OLIMP;http://www.dekart.ru/content/images/thumbs/0000322__.jpeg;
13844;OLIMP Пена монтажная;700;мл;266,32775;OLIMP;http://www.dekart.ru/content/images/thumbs/0000322__.jpeg;
16890;OLIMP Пена монтажная всесезонная;660;мл;263,2279;OLIMP;http://www.dekart.ru/content/images/thumbs/0000323__10.jpeg;
13809;OLIMP Пена монтажная проф.;700;мл;290,0768;OLIMP;http://www.dekart.ru/content/images/thumbs/0000323__10.jpeg;
15003;OLIMP Пена монтажная проф. 65;875;мл;361,7315;OLIMP;http://www.dekart.ru/content/images/thumbs/0001590__18.jpeg;
18071;OLIMP Пена монтажная проф. 65 всесезонная;785;мл;367,9065;OLIMP;http://www.dekart.ru/content/images/thumbs/0001590__18.jpeg;
16891;OLIMP Пена монтажная проф. Всесезонная;700;мл;296,3506;OLIMP;http://www.dekart.ru/content/images/thumbs/0000323__10.jpeg;
15933;ЭКСПЕРТ Герметик акриловый белый;270;мл;78,9412;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000348__.jpeg;
18318;ЭКСПЕРТ Герметик силиконовый белый;270;мл;123,66055;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000349__.jpeg;
18319;ЭКСПЕРТ Герметик силиконовый бесцветный;270;мл;123,66055;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000349__.jpeg;
16108;ЭКСПЕРТ Герметик силиконовый коричневый;270;мл;128,3412;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000349__.jpeg;
16079;ЭКСПЕРТ Герметик силиконовый серый;270;мл;128,3412;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000349__.jpeg;
16109;ЭКСПЕРТ Герметик силиконовый черный;270;мл;128,3412;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000349__.jpeg;
16724;ЭКСПЕРТ Пена монтажная всесезонная;450;мл;199,11905;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001564__10c_30c.jpeg;
21079;ЭКСПЕРТ Пена монтажная проф. 65 всесезонная;850;мл;350,90055;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001564__10c_30c.jpeg;
17934;ЭКСПЕРТ Пена монтажная проф. всесезонная;650;мл;272,4904;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0001564__10c_30c.jpeg;
15153;BOSTIK Гель для паркета и ламината Clic Protect;125;мл;265,29087;BOSTIK;http://mnogopol.by/sites/default/files/5_53.jpg;
20769;BOSTIK Герметик полиуретановый серый 2639;600;мл;516,21882;BOSTIK;http://st20.stpulscen.ru/images/product/088/709/453_big.jpg;
6309;BOSTIK Клей акрилов.напол. KE 310;6;кг;1640,80644;BOSTIK;http://linoleumservice.md/sites/default/files/ku_320.jpg;
6308;BOSTIK Клей акрилов.напол. KE 310;20;кг;4692,91485;BOSTIK;http://linoleumservice.md/sites/default/files/ku_320.jpg;
19811;BOSTIK Клей акрилов.напол. KU 320;6;кг;1767,61845;BOSTIK;http://r-parket.spb.ru.images.1c-bitrix-cdn.ru/upload/iblock/4e8/4e805a2f02434e4a475369b46bc3efa8.png?1439216284984131;
19812;BOSTIK Клей акрилов.напол. KU 320;20;кг;5309,25096;BOSTIK;http://r-parket.spb.ru.images.1c-bitrix-cdn.ru/upload/iblock/4e8/4e805a2f02434e4a475369b46bc3efa8.png?1439216284984131;
19813;BOSTIK Клей для склеивания швов ПВХ (Linokol );50;мл;178,84737;BOSTIK;http://images.obi.ru/fsicache/obi?type=image&source=ObiWebShop%2FPROD%2FRU%2Fproduct%2F294%2F294388_picture_1.jpg&width=565&height=565&quality=85&effects=pad%28CC,ffff%29;
6307;"BOSTIK Клей паркетный ""Tarbicol-KP5""";6;кг;1705,42749;BOSTIK;http://ognebiozashita.com.ua/wp-content/uploads/2016/02/Bostik-Tarbicol-KP51.jpg;
6306;"BOSTIK Клей паркетный ""Tarbicol-KP5""";20;кг;5111,08377;BOSTIK;http://ognebiozashita.com.ua/wp-content/uploads/2016/02/Bostik-Tarbicol-KP51.jpg;
6305;"BOSTIK Клей паркетный ""Tarbicol-KPA""";7;кг;2511,23808;BOSTIK;https://static-eu.insales.ru/images/products/1/704/69616320/1.jpg;
20952;"BOSTIK Клей паркетный ""Tarbicol-КРA""";25;кг;7819,73946;BOSTIK;https://static-eu.insales.ru/images/products/1/704/69616320/1.jpg;
20129;QUELYD Dissoucol Жидкость для снятия обоев;250;мл;200,41593;QUELYD;http://nashaotdelka.ru/wp-content/uploads/sostav-dlya-rastvoreniya-kleya.jpg;
20762;QUELYD Герметик для кровли черный;310;мл;178,04943;QUELYD;http://complexstroy.ru.opt-images.1c-bitrix-cdn.ru/upload/iblock/ad8/ad80fde894984c1b146104b4a90d3a41.jpg?1423751920723978;
20766;QUELYD Гидроизоляция СТОП ВОДА;290;мл;372,54126;QUELYD;http://www.kras-ki.ru/images/stories/virtuemart/product/290-stop-voda.jpg;
20767;QUELYD Гидроизоляция СТОП ВОДА;1;кг;754,30719;QUELYD;http://www.maxidom.ru/upload/iblock/d84/d8400080547f71b96362aa970cfbf75c.jpg;
20768;QUELYD Гидроизоляция СТОП ВОДА;6;кг;3307,42503;QUELYD;http://tdremont.ru/images/catalog/00127545_1.jpg;
20880;QUELYD Грунт универсальный;180;г;118,63917;QUELYD;http://budnezhyn.com.ua/3740-thickbox_default/quelyd-grunt-universalnyy-dlya-schpaler-180-g.jpg;
6297;"QUELYD Клей д/декор.бордюров ""Bordure""";250;г;302,86659;QUELYD;;
6298;"QUELYD Клей д/декор.бордюров ""Bordure""";500;г;261,3858;QUELYD;;
6302;"QUELYD Клей д/стыков обоев ""Raccord""";80;г;198,69915;QUELYD;http://stroyprofi.moscow/images/product_images/2674.png;
21250;QUELYD Клей для паркета Parquet PU 2K;10;кг;3867,3492;QUELYD;http://www.alt-x.ru/images/ed_catalog/pics/1781.jpg;
21667;"QUELYD Клей для пробки ""KORK""";3;кг;1238,35452;QUELYD;http://www.bafus.ru/image/100011002.png;
14776;"QUELYD Клей для стеновых покрытий ""Murale""";5;кг;970,25877;QUELYD;http://build-shop.com/uploads/kind/Murale10_0.jpg;
14996;"QUELYD Клей монтажный ""Mastifix Ultra""";300;мл;173,60031;QUELYD;http://stroyudacha.ru/images/products_resized/o1800/47833.jpg;
14995;"QUELYD Клей монтажный ""Mastifix Ultra""";310;мл;197,98584;QUELYD;http://stroyudacha.ru/images/products_resized/o1800/47833.jpg;
21865;"QUELYD Клей монтажный ""Mastifix Декор""";310;мл;162,21153;QUELYD;http://laminatvsem.ru/upload/iblock/781/781039fdb78256c11c3324209f7989f0.jpg;
21866;"QUELYD Клей монтажный ""Mastifix для зеркал""";310;мл;188,16876;QUELYD;http://www.zavsnab.ru/content/images/catalog/826.jpg;
21867;"QUELYD Клей монтажный ""Mastifix Строительный""";310;мл;160,41012;QUELYD;http://t-res.ru/upload/iblock/c9c/d15b094670b211e49403002590eb318b_77550b8b7c7e11e49405002590eb318b.png;
21868;"QUELYD Клей монтажный ""Mastifix Супер Сила""";310;мл;193,12566;QUELYD;http://gksp.me/10244-thickbox_default/zhidkie-gvozdi-quelyd-mastifiks-super-sila-310-ml.jpg;
10334;"QUELYD Клей обойный ""Индикатор""";150;г;147,83652;QUELYD;http://images.obi.ru/fsicache/obi?type=image&source=ObiWebShop%2FPROD%2FRU%2Fproduct%2F198%2F198517_picture_1.jpg&width=565&height=565&quality=85&effects=pad%28CC,ffff%29;
14778;"QUELYD Клей обойный ""Индикатор""";250;г;178,21869;QUELYD;http://images.obi.ru/fsicache/obi?type=image&source=ObiWebShop%2FPROD%2FRU%2Fproduct%2F198%2F198517_picture_1.jpg&width=565&height=565&quality=85&effects=pad%28CC,ffff%29;
20719;"QUELYD Клей обойный ""Индикатор"" бонусный";300;г;162,01809;QUELYD;http://images.obi.ru/fsicache/obi?type=image&source=ObiWebShop%2FPROD%2FRU%2Fproduct%2F198%2F198517_picture_1.jpg&width=565&height=565&quality=85&effects=pad%28CC,ffff%29;
6295;"QUELYD Клей обойный ""Спецвинил""";300;г;189,60747;QUELYD;http://www.oboidv.ru/upload/iblock/4db/4db7503d84cf4ab82f912fa2977549b5.jpeg;
21201;"QUELYD Клей обойный ""Спецвинил""";450;г;254,72421;QUELYD;http://www.oboidv.ru/upload/iblock/4db/4db7503d84cf4ab82f912fa2977549b5.jpeg;
10151;"QUELYD Клей обойный ""Стеклообои""";500;г;408,8838;QUELYD;http://s.estateline.ru/files/goods/h0021/1114030/3786735.jpeg;
13278;"QUELYD Клей обойный ""Экспресс""";180;г;124,2852;QUELYD;http://nmir.ru/update/Photos/000004799-1-2.jpg;
6294;"QUELYD Клей обойный ""Экспресс""";250;г;177,14268;QUELYD;http://nmir.ru/update/Photos/000004799-1-2.jpg;
6296;"QUELYD Клей обойный ""Экспресс-супер""";250;г;185,48478;QUELYD;http://www.tdarsenal.ru/upload/iblock/06c/06c3ba0e626b1bfa0239fc2f404784c2.jpg;
6300;"QUELYD Клей обойный флизелинов.""Intisse""";300;г;204,76833;QUELYD;http://www.oboidv.ru/upload/iblock/50c/50cb096661474d5bc17f11a2862ed1f4.jpeg;
21200;"QUELYD Клей обойный флизелинов.""Intisse""";450;г;282,74883;QUELYD;http://www.oboidv.ru/upload/iblock/50c/50cb096661474d5bc17f11a2862ed1f4.jpeg;
15836;"QUELYD Клей обойный флизелинов.""Intisse"" бонусный";360;г;165,92316;QUELYD;http://www.oboidv.ru/upload/iblock/50c/50cb096661474d5bc17f11a2862ed1f4.jpeg;
20198;QUELYD Клей-герметик белый;290;мл;375,32196;QUELYD;http://stroymat77.ru/wa-data/public/shop/products/24/14/1424/images/742/742.970.jpg;
21870;QUELYD Клей-герметик жидкий металл;290;мл;393,66249;QUELYD;http://www.zavsnab.ru/content/images/catalog/300.jpg;
15842;QUELYD Клейкая масса Blu Tack;50;г;113,30748;QUELYD;http://www.lkmflot.ru/images/big/100962061.jpg;
21969;LIQUID NAILS Жидкие гвозди LN-601 Универсальные;310;мл;153,72435;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001812__liquid_nails_ln_601_.jpeg;
21972;LIQUID NAILS Жидкие гвозди LN-901 Сверхпрочный;310;мл;170,20302;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001815__liquid_nails_ln_901_.jpeg;
21973;LIQUID NAILS Жидкие гвозди LN-910 Для панелей и молдингов;310;мл;165,62091;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001816__liquid_nails_ln_910_.jpeg;
21974;LIQUID NAILS Жидкие гвозди LN-915 Для ванных комнат;310;мл;173,8542;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001817__liquid_nails_ln_915_.jpeg;
21057;Краска для бордюров глянц белая;20;кг;2130,64488;;http://www.dekart.ru/content/images/thumbs/0001581__.jpeg;
21058;Краска для бордюров глянц черная;20;кг;2150,2065;;http://www.dekart.ru/content/images/thumbs/0001581__.jpeg;
21153;ЭКОНОМ Грунтовка ГФ-021 кр-коричневый;20;кг;1419,08793;;http://www.dekart.ru/content/images/thumbs/0001596__021_.jpeg;
21154;ЭКОНОМ Грунтовка ГФ-021 серый;20;кг;1461,17322;;http://www.dekart.ru/content/images/thumbs/0001596__021_.jpeg;
21970;LIQUID NAILS Жидкие гвозди LN-602 Для полов и настилов;310;мл;192,15846;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001813__liquid_nails_ln_602_.jpeg;
21971;LIQUID NAILS Жидкие гвозди LN-604 Для пенопанелей;310;мл;161,65539;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001991__liquid_nails_ln_604_.jpeg;
21975;LIQUID NAILS Жидкие гвозди LN-930 Для зеркал;310;мл;199,27947;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001821__liquid_nails_ln_930_.jpeg;
21976;LIQUID NAILS Жидкие гвозди LN-950 Полиуретановые;310;мл;309,43146;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001819__liquid_nails_ln_950_.jpeg;
21978;LIQUID NAILS Клей-герметик для кровли RR-808;310;мл;169,77987;LIQUID NAILS;http://www.dekart.ru/content/images/thumbs/0001820__liquid_nails_rr_808_.jpeg;
19362;ЭКСПЕРТ Клей 88 универсальный;1;л;273,4056;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000345__88_.jpeg;
w17710;ЭКСПЕРТ Клей Бустилат всесезонный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000172__.jpg;
17710;;1;кг;59,2956;;;
17711;;2,5;кг;137,8962;;;
w17712;ЭКСПЕРТ Клей КС;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000173__.jpg;
17712;;1,5;кг;60,0561;;;
17713;;5;кг;189,3294;;;
17714;;20;кг;659,88;;;
w17103;ЭКСПЕРТ Клей универсальный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000177__.jpg;
17103;;0,25;л;86,2173;;;
17109;;0,5;л;120,8493;;;
17110;;1;л;236,106;;;
w17027;ЭКСПЕРТ Клей ЭДП эпоксидный;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000341__.jpeg;
17027;;100;гр;88,2414;;;
17028;;150;гр;110,0853;;;
17029;;280;гр;191,7513;;;
12553;ЭКСПЕРТ Краситель универсал.№ 1 лимонн.;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12554;ЭКСПЕРТ Краситель универсал.№ 2 желтый;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12555;ЭКСПЕРТ Краситель универсал.№ 3 жел-кор.;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12556;ЭКСПЕРТ Краситель универсал.№ 4 бежевый;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
17366;ЭКСПЕРТ Краситель универсал.№ 5 золотистая охра;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12557;ЭКСПЕРТ Краситель универсал.№ 6 оранж.;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12558;ЭКСПЕРТ Краситель универсал.№ 7 алый;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12559;ЭКСПЕРТ Краситель универсал.№ 8 кр-кор.;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
17693;ЭКСПЕРТ Краситель универсал.№ 9 шоколад;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12560;ЭКСПЕРТ Краситель универсал.№10 фуксия;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
17367;ЭКСПЕРТ Краситель универсал.№11 зеленый;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12561;ЭКСПЕРТ Краситель универсал.№12 салатный;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12562;ЭКСПЕРТ Краситель универсал.№13 зел. Ель;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12563;ЭКСПЕРТ Краситель универсал.№14 изумруд;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
17694;ЭКСПЕРТ Краситель универсал.№15 морская волна;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12565;ЭКСПЕРТ Краситель универсал.№17 голубой;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12566;ЭКСПЕРТ Краситель универсал.№18 синий;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12567;ЭКСПЕРТ Краситель универсал.№20 фиолет.;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
12568;ЭКСПЕРТ Краситель универсал.№21 черный;100;мл;34,0353;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000854__.png;
w17047;ЭКСПЕРТ Краска МА-15  белая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000181__15_.jpg;
17047;;0,9;кг;116,0172;;;
17048;;2,5;кг;281,6073;;;
17049;;3,5;кг;381,4317;;;
17050;;25;кг;2622,3444;;;
w17051;ЭКСПЕРТ Краска МА-15 бежевая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000181__15_.jpg;
17051;;0,9;кг;101,5794;;;
17052;;2,5;кг;244,2258;;;
17054;;25;кг;2116,2258;;;
w17055;ЭКСПЕРТ Краска МА-15 голубая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000181__15_.jpg;
17055;;0,9;кг;100,9827;;;
17056;;2,5;кг;240,9264;;;
17058;;25;кг;2085,4314;;;
w17059;ЭКСПЕРТ Краска МА-15 желтая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000181__15_.jpg;
17059;;0,9;кг;108,4122;;;
17060;;2,5;кг;252,6147;;;
17062;;25;кг;2259,855;;;
w17063;ЭКСПЕРТ Краска МА-15 зеленая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000181__15_.jpg;
17063;;0,9;кг;99,1107;;;
17064;;2,5;кг;235,5327;;;
17066;;25;кг;2056,8951;;;
w17067;ЭКСПЕРТ Краска МА-15 коричневая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000181__15_.jpg;
17067;;0,9;кг;97,461;;;
17068;;2,5;кг;231,1335;;;
w17071;ЭКСПЕРТ Краска МА-15 красная;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000181__15_.jpg;
17071;;0,9;кг;102,0825;;;
17072;;2,5;кг;245,5362;;;
w17738;ЭКСПЕРТ Краска МА-15 салатовая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000181__15_.jpg;
17738;;0,9;кг;101,3571;;;
17739;;2,5;кг;241,4412;;;
17741;;25;кг;2079,9558;;;
w17075;ЭКСПЕРТ Краска МА-15 серая;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000181__15_.jpg;
17075;;0,9;кг;95,9868;;;
17076;;2,5;кг;233,1225;;;
17078;;25;кг;1949,5359;;;
w17742;ЭКСПЕРТ Краска МА-15 синяя;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000181__15_.jpg;
17742;;0,9;кг;103,5567;;;
17743;;2,5;кг;247,6773;;;
w17079;ЭКСПЕРТ Краска МА-15 черная;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000181__15_.jpg;
17079;;0,9;кг;91,7046;;;
17080;;2,5;кг;217,3392;;;
w17082;ЭКСПЕРТ Краска МА-15сурик;;;;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000181__15_.jpg;
17082;;1;кг;101,9772;;;
17083;;2,5;кг;218,6379;;;
17084;;3,5;кг;278,6121;;;
17085;;25;кг;1876,7619;;;
17044;ЭКСПЕРТ Краска БТ-177 бронзовая;0,5;л;114,2739;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000178__177_.jpg;
17045;ЭКСПЕРТ Краска БТ-177 золотистая;0,5;л;117,936;ЭКСПЕРТ;http://www.dekart.ru/content/images/thumbs/0000178__177_.jpg;
